Country,Date,Title,Link
Netherlands,24 days ago,PhD Deep learning approaches to improve application of transmission electron microscopy for characterizing nanoparticles in food and consumer products in the European regulatory framework,https://scholarshipdb.net/scholarships-in-Netherlands/Ph-D-Deep-Learning-Approaches-To-Improve-Application-Of-Transmission-Electron-Microscopy-For-Characterizing-Nanoparticles-In-Food-And-Consumer-Products-In-The-European-Regulatory-Framework-Maastricht-University=fGHdvq787BGUYQAlkGUTnw.html
Netherlands,25 days ago,PhD in Explainable AI: Measuring 'Playability' from Musical Audio,https://scholarshipdb.net/scholarships-in-Netherlands/Ph-D-In-Explainable-Ai-Measuring-Playability-From-Musical-Audio-University-Of-Amsterdam=gyH8aUz87BGUYQAlkGUTnw.html
Netherlands,about 1 month ago,PhD Position for Uncertainty-aware AI-based Predictive Model for Treatment Decision Making,https://scholarshipdb.net/scholarships-in-Netherlands/Ph-D-Position-For-Uncertainty-Aware-Ai-Based-Predictive-Model-For-Treatment-Decision-Making-University-Of-Amsterdam-Uv-A=2b8D7fj27BGUYQAlkGUTnw.html
Netherlands,about 1 month ago,PhD position in Machine Learning and Knowledge Graphs,https://scholarshipdb.net/scholarships-in-Netherlands/Ph-D-Position-In-Machine-Learning-And-Knowledge-Graphs-Maastricht-University=xxQnCVnz7BGUYQAlkGUTnw.html
Netherlands,about 1 month ago,PhD position in applied cryptography,https://scholarshipdb.net/scholarships-in-Netherlands/Ph-D-Position-In-Applied-Cryptography-Delft-University-Of-Technology-Tu-Delft=o27MHOL37BGUYQAlkGUTnw.html
Netherlands,2 months ago,Multiple PhD Positions in Machine Learning,https://scholarshipdb.net/scholarships-in-Netherlands/Multiple-Ph-D-Positions-In-Machine-Learning-University-Of-Amsterdam-Uv-A=MyVO_xPM7BGUYQAlkGUTnw.html
Netherlands,about 2 months ago,Multiple PhD Positions in Machine Learning,https://scholarshipdb.net/scholarships-in-Netherlands/Multiple-Ph-D-Positions-In-Machine-Learning-University-Of-Amsterdam=fH2cjsnL7BGUYQAlkGUTnw.html
Netherlands,about 2 months ago,"PhD students,  on evolutionary machine learning for explainable AI in medicine.",https://scholarshipdb.net/scholarships-in-Netherlands/Ph-D-Students-On-Evolutionary-Machine-Learning-For-Explainable-Ai-In-Medicine-Cwi=4wsjr2nc7BGUYQAlkGUTnw.html
Netherlands,2 months ago,"PhD students, on evolutionary machine learning for explainable AI in medicine.",https://scholarshipdb.net/scholarships-in-Netherlands/Ph-D-Students-On-Evolutionary-Machine-Learning-For-Explainable-Ai-In-Medicine-Centrum-Wiskunde-En-Informatica-Cwi=DvudVWPd7BGUYQAlkGUTnw.html
Norway,22 days ago,PhD Candidate in Deep Learning for Capsule Video Endoscopy,https://scholarshipdb.net/scholarships-in-Norway/Ph-D-Candidate-In-Deep-Learning-For-Capsule-Video-Endoscopy-Ntnu-Norwegian-University-Of-Science-And-Technology=r5M2R8H_7BGUYQAlkGUTnw.html
Norway,about 1 month ago,PhD Candidate in Advance Machine Learning towards Generalized Face Presentation Attack Detection,https://scholarshipdb.net/scholarships-in-Norway/Ph-D-Candidate-In-Advance-Machine-Learning-Towards-Generalized-Face-Presentation-Attack-Detection-Ntnu-Norwegian-University-Of-Science-And-Technology=y1CyENr37BGUYQAlkGUTnw.html
Norway,about 1 month ago,Researcher within robotics and/or control,https://scholarshipdb.net/jobs-in-Norway/Researcher-Within-Robotics-And-Or-Control-Norwegian-University-Of-Life-Sciences-Nmbu=9MpU73ru7BGUYQAlkGUTnw.html
Norway,about 2 months ago,PhD Candidate in AI for Depression Assessment,https://scholarshipdb.net/scholarships-in-Norway/Ph-D-Candidate-In-Ai-For-Depression-Assessment-Norwegian-University-Of-Science-Technology-Ntnu=VWvjrfjn7BGUYQAlkGUTnw.html
Norway,about 2 months ago,PhD Candidate in AI for Depression Assessment,https://scholarshipdb.net/scholarships-in-Norway/Ph-D-Candidate-In-Ai-For-Depression-Assessment-Ntnu-Norwegian-University-Of-Science-And-Technology=UUSU1Wnn7BGUYQAlkGUTnw.html
Poland,27 days ago,Sano PhD Student - Project title: Applications of machine learning and deep learning in medical...,https://scholarshipdb.net/scholarships-in-Poland/Sano-Ph-D-Student-Project-Title-Applications-Of-Machine-Learning-And-Deep-Learning-In-Medical-Sano-Centre-For-Computational-Personalized-Medicine=pC84Q6D87BGUYQAlkGUTnw.html
Poland,3 months ago,Sano PhD Student - Project title: Deep Learning-based Surgical Robots,https://scholarshipdb.net/scholarships-in-Poland/Sano-Ph-D-Student-Project-Title-Deep-Learning-Based-Surgical-Robots-Sano-Centre-For-Computational-Personalized-Medicine=yV4mvtDS7BGUYQAlkGUTnw.html
Portugal,about 2 months ago,CALL FOR RESEARCH FELLOWSHIP - Lugus 814115 (# of pos: 2),https://scholarshipdb.net/jobs-in-Portugal/Call-For-Research-Fellowship-Lugus-814115-Of-Pos-2-Universidade-De-Coimbra=ypO2stfr7BGUYQAlkGUTnw.html
Spain,2 months ago,PhD/technical position at the PharmacoInformatics group (development of a dashboard to support NAM-...,https://scholarshipdb.net/scholarships-in-Spain/Ph-D-Technical-Position-At-The-Pharmaco-Informatics-Group-Development-Of-A-Dashboard-To-Support-Nam-Universitat-Pompeu-Fabra=aW9cu1Lg7BGUYQAlkGUTnw.html
Sweden,about 2 hours ago,PhD student in visualization and media technology with a focus on immersive visualization.,https://scholarshipdb.net/scholarships-in-Sweden/Ph-D-Student-In-Visualization-And-Media-Technology-With-A-Focus-On-Immersive-Visualization-Link-ping-University=H7lQI0Ts7BGUYQAlkGUTnw.html
Sweden,about 2 hours ago,PhD students in machine learning for image generation,https://scholarshipdb.net/scholarships-in-Sweden/Ph-D-Students-In-Machine-Learning-For-Image-Generation-Link-ping-University=ivtGNTDR7BGUYQAlkGUTnw.html
Sweden,about 8 hours ago,PhD student in mathematics within the WASP AI programme,https://scholarshipdb.net/scholarships-in-Sweden/Ph-D-Student-In-Mathematics-Within-The-Wasp-Ai-Programme-Ume-University=z3N583Ly7BGUYQAlkGUTnw.html
Sweden,about 24 hours ago,PhD student in machine learning for medical image analysis,https://scholarshipdb.net/scholarships-in-Sweden/Ph-D-Student-In-Machine-Learning-For-Medical-Image-Analysis-Chalmers-University-Of-Technology=BfBQQ2v_7BGUYQAlkGUTnw.html
Switzerland,about 21 hours ago,ENAC – PhD Student in Deep Domain Adaptation for Fleet Knowledge Transfer,https://scholarshipdb.net/scholarships-in-Switzerland/Enac-Ph-D-Student-In-Deep-Domain-Adaptation-For-Fleet-Knowledge-Transfer-Epfl=kuR3Gcjt7BGUYQAlkGUTnw.html
Switzerland,about 21 hours ago,ENAC – PhD Student in Intelligent Thermal Energy Networks,https://scholarshipdb.net/scholarships-in-Switzerland/Enac-Ph-D-Student-In-Intelligent-Thermal-Energy-Networks-Epfl=2tUB2fzs7BGUYQAlkGUTnw.html
Switzerland,about 21 hours ago,ENAC – PhD Student in Physics – Informed Deep Learning for System Condition Monitoring and Prediction,https://scholarshipdb.net/scholarships-in-Switzerland/Enac-Ph-D-Student-In-Physics-Informed-Deep-Learning-For-System-Condition-Monitoring-And-Prediction-Epfl=qUyFC8jt7BGUYQAlkGUTnw.html
Switzerland,about 23 hours ago,Machine Learning Certification Researcher,https://scholarshipdb.net/jobs-in-Switzerland/Machine-Learning-Certification-Researcher-Daedalean=5OLRrS-97BGUYQAlkGUTnw.html
Switzerland,about 2 months ago,ENAC – PhD Student in Deep Domain Adaptation for Fleet Knowledge Transfer,https://scholarshipdb.net/scholarships-in-Switzerland/Enac-Ph-D-Student-In-Deep-Domain-Adaptation-For-Fleet-Knowledge-Transfer-Epfl=rpVntGSQ7BGUYAAlkGUTnw.html
Switzerland,about 2 months ago,ENAC – PhD Student in Physics – Informed Deep Learning for System Condition Monitoring and Prediction,https://scholarshipdb.net/scholarships-in-Switzerland/Enac-Ph-D-Student-In-Physics-Informed-Deep-Learning-For-System-Condition-Monitoring-And-Prediction-Epfl=4OUEqGSQ7BGUYAAlkGUTnw.html
Switzerland,3 months ago,PhD Position,https://scholarshipdb.net/scholarships-in-Switzerland/Ph-D-Position-University-Of-Basel=XmyzGdrL7BGUYQAlkGUTnw.html
United Kingdom,about 23 hours ago,"PhD Studentship: Machine learning and computer vision for localisation, classification, and quantification of structural damage",https://scholarshipdb.net/scholarships-in-United-Kingdom/Ph-D-Studentship-Machine-Learning-And-Computer-Vision-For-Localisation-Classification-And-Quantification-Of-Structural-Damage-University-Of-Nottingham=4jXhPIr-7BGUYQAlkGUTnw.html
United Kingdom,1 day ago,Extreme learning to handle big data PhD,https://scholarshipdb.net/scholarships-in-United-Kingdom/Extreme-Learning-To-Handle-Big-Data-Ph-D-Cranfield-University=ubB3J20G7RGUYQAlkGUTnw.html
United Kingdom,4 days ago,5 x PhD Scholarships,https://scholarshipdb.net/scholarships-in-United-Kingdom/5-X-Ph-D-Scholarships-University-Of-East-London=FIxIx9YM7RGUYQAlkGUTnw.html
United Kingdom,12 days ago,PhD Studentship: Security & Privacy in Deep Learning,https://scholarshipdb.net/scholarships-in-United-Kingdom/Ph-D-Studentship-Security-Privacy-In-Deep-Learning-University-Of-Birmingham=6b8A960G7RGUYQAlkGUTnw.html
United Kingdom,13 days ago,PhD Studentship: Self-supervised Representation Learning from Multi-modal Data,https://scholarshipdb.net/scholarships-in-United-Kingdom/Ph-D-Studentship-Self-Supervised-Representation-Learning-From-Multi-Modal-Data-University-Of-Birmingham=_9tLuUMH7RGUYQAlkGUTnw.html
United Kingdom,20 days ago,"PhD Studentship: Machine learning and computer vision for localisation, classification, and quantification of structural damage",https://scholarshipdb.net/scholarships-in-United-Kingdom/Ph-D-Studentship-Machine-Learning-And-Computer-Vision-For-Localisation-Classification-And-Quantification-Of-Structural-Damage-University-Of-Nottingham=_8Z2-oAB7RGUYQAlkGUTnw.html
United Kingdom,27 days ago,PhD Scholarship: Machine Learning for 6G Communications Networks,https://scholarshipdb.net/scholarships-in-United-Kingdom/Ph-D-Scholarship-Machine-Learning-For-6-G-Communications-Networks-University-Of-Warwick=ng6JB4P77BGUYQAlkGUTnw.html
United Kingdom,about 1 month ago,10 PhD Studentships,https://scholarshipdb.net/scholarships-in-United-Kingdom/10-Ph-D-Studentships-Edinburgh-Napier-University=m5CNOkrx7BGUYQAlkGUTnw.html
United Kingdom,about 1 month ago,Computer Science: Fully Funded EPSRC and Swansea University PhD Scholarship: On the development of...,https://scholarshipdb.net/scholarships-in-United-Kingdom/Computer-Science-Fully-Funded-Epsrc-And-Swansea-University-Ph-D-Scholarship-On-The-Development-Of-Swansea-University=oYTR4NLz7BGUYQAlkGUTnw.html
United Kingdom,about 1 month ago,EPSRC DTP PhD Studentship: Deep learning for reduced order modelling of wall bounded turbulent flows,https://scholarshipdb.net/scholarships-in-United-Kingdom/Epsrc-Dtp-Ph-D-Studentship-Deep-Learning-For-Reduced-Order-Modelling-Of-Wall-Bounded-Turbulent-Flows-City-University-Of-London=Fejjn4Tu7BGUYQAlkGUTnw.html
United Kingdom,about 1 month ago,Fully Funded EPSRC and Swansea University PhD Scholarship: On the development of Robust Longitudinal Person Re-Identification,https://scholarshipdb.net/scholarships-in-United-Kingdom/Fully-Funded-Epsrc-And-Swansea-University-Ph-D-Scholarship-On-The-Development-Of-Robust-Longitudinal-Person-Re-Identification-Swansea-University=z0b3axr07BGUYQAlkGUTnw.html
United Kingdom,about 1 month ago,PhD Candidate in Advance Machine Learning towards Generalized Face Presentation Attack Detection,https://scholarshipdb.net/scholarships-in-United-Kingdom/Ph-D-Candidate-In-Advance-Machine-Learning-Towards-Generalized-Face-Presentation-Attack-Detection-Norwegian-University-Of-Science-Technology-Ntnu=QzhNOBL47BGUYQAlkGUTnw.html
United Kingdom,about 1 month ago,PhD Studentship Opportunity: Deep Learning for Sign Language Production,https://scholarshipdb.net/scholarships-in-United-Kingdom/Ph-D-Studentship-Opportunity-Deep-Learning-For-Sign-Language-Production-University-Of-Surrey=_jnVz4Tu7BGUYQAlkGUTnw.html
United Kingdom,about 1 month ago,PhD Studentship Opportunity: Deep Learning for Sign Language Recognition and Translation,https://scholarshipdb.net/scholarships-in-United-Kingdom/Ph-D-Studentship-Opportunity-Deep-Learning-For-Sign-Language-Recognition-And-Translation-University-Of-Surrey=sr3mvITu7BGUYQAlkGUTnw.html
United Kingdom,about 1 month ago,PhD Studentship: Artificial Intelligence for Paediatric Fracture Detection,https://scholarshipdb.net/scholarships-in-United-Kingdom/Ph-D-Studentship-Artificial-Intelligence-For-Paediatric-Fracture-Detection-Ucl=plw6Vxj47BGUYQAlkGUTnw.html
United Kingdom,about 1 month ago,PhD Studentship: Efficient Deep Surrogate Models for Inverse Problems,https://scholarshipdb.net/scholarships-in-United-Kingdom/Ph-D-Studentship-Efficient-Deep-Surrogate-Models-For-Inverse-Problems-University-Of-Central-Lancashire=p-LSfLrl7BGUYQAlkGUTnw.html
United Kingdom,about 1 month ago,PhD studentships for September 2022,https://scholarshipdb.net/scholarships-in-United-Kingdom/Ph-D-Studentships-For-September-2022-Robert-Gordon-University=5_zYBxj47BGUYQAlkGUTnw.html
United Kingdom,2 months ago,Biological Sciences: Fully Funded PhD Scholarship: Novel machine-vision and deep-learning...,https://scholarshipdb.net/scholarships-in-United-Kingdom/Biological-Sciences-Fully-Funded-Ph-D-Scholarship-Novel-Machine-Vision-And-Deep-Learning-Swansea-University=l_s6ILXX7BGUYQAlkGUTnw.html
United Kingdom,2 months ago,Fully Funded PhD Scholarship: Novel Machine-vision and Deep-learning Applications to Assess the Welfare of Cleaner Fish in the Salmon Industry,https://scholarshipdb.net/scholarships-in-United-Kingdom/Fully-Funded-Ph-D-Scholarship-Novel-Machine-Vision-And-Deep-Learning-Applications-To-Assess-The-Welfare-Of-Cleaner-Fish-In-The-Salmon-Industry-Swansea-University=geSFSwnW7BGUYQAlkGUTnw.html
United Kingdom,about 2 months ago,Studentship - Testing AI tasks within Autonomous Vehicles,https://scholarshipdb.net/scholarships-in-United-Kingdom/Studentship-Testing-Ai-Tasks-Within-Autonomous-Vehicles-Codeplay=sX21Y6Hp7BGUYQAlkGUTnw.html
United Kingdom,3 months ago,EPSRC DTP PhD Studentship: Building interpretable generative models of images,https://scholarshipdb.net/scholarships-in-United-Kingdom/Epsrc-Dtp-Ph-D-Studentship-Building-Interpretable-Generative-Models-Of-Images-University-Of-Sussex=0uLygSrM7BGUYQAlkGUTnw.html
United Kingdom,3 months ago,PhD Studentship Opportunity: Machine Learning for Audio with Applications for Health and Wellbeing,https://scholarshipdb.net/scholarships-in-United-Kingdom/Ph-D-Studentship-Opportunity-Machine-Learning-For-Audio-With-Applications-For-Health-And-Wellbeing-University-Of-Surrey=S8g0ej-R7BGUYQAlkGUTnw.html
